     0.000 D | <> Log initialized.
    28.756 D | Task "Net::Download(0x24f44581b00)" starting for the first time
    28.757 D | Downloading  "https://resources.download.minecraft.net/b2/b2a1a1282d0a527b33aa11018822006bbf702b25"
    28.757 D | Task "Net::Download(0x24f44581440)" starting for the first time
    28.757 D | Downloading  "https://resources.download.minecraft.net/e5/e5cd2ef51a9f6398f46d85564735363dcf2df935"
    28.766 D | Download succeeded: "https://resources.download.minecraft.net/2d/2d73def4b1d72718b659c3507e63b4aa468b9ca0"
    28.767 D | Download succeeded: "https://resources.download.minecraft.net/8b/8b84ab7d590fbffbdb6daae5864628e4a3faa4c6"
    28.768 D | Download succeeded: "https://resources.download.minecraft.net/7a/7ab9e39691e28779fd0e9744c56a1054e9614baa"
    28.768 D | Task "Net::Download(0x24f44583300)" starting for the first time
    28.769 D | Downloading  "https://resources.download.minecraft.net/ad/ad931f657e9bac3544cce94918956a5c88315d71"
    28.769 D | Task "Net::Download(0x24f44581bc0)" starting for the first time
    28.770 D | Downloading  "https://resources.download.minecraft.net/7d/7daefe2c4ccb793791fde20d51997ccd954af5a0"
    28.770 D | Task "Net::Download(0x24f44583840)" starting for the first time
    28.770 D | Downloading  "https://resources.download.minecraft.net/f2/f2723fac7572a1b5b36531fa55947a500b3f56f5"
    28.775 D | Download succeeded: "https://resources.download.minecraft.net/91/91fd124f052a3866876408dca9a3e75aca9fcf1f"
    28.775 D | Task "Net::Download(0x24f44583600)" starting for the first time
    28.775 D | Downloading  "https://resources.download.minecraft.net/44/44500fd8d6ab440580c550db5cc245461f998da7"
    28.791 D | Download succeeded: "https://resources.download.minecraft.net/b2/b2a1a1282d0a527b33aa11018822006bbf702b25"
    28.792 D | Download succeeded: "https://resources.download.minecraft.net/e5/e5cd2ef51a9f6398f46d85564735363dcf2df935"
    28.792 D | Task "Net::Download(0x24f44582880)" starting for the first time
    28.793 D | Downloading  "https://resources.download.minecraft.net/9e/9e743fd55eb8fee778514e9882ef303d714550d6"
    28.793 D | Task "Net::Download(0x24f44583900)" starting for the first time
    28.793 D | Downloading  "https://resources.download.minecraft.net/19/19ba043db0954941955f7132ccd67d5b777c226b"
    28.796 D | Download succeeded: "https://resources.download.minecraft.net/7d/7daefe2c4ccb793791fde20d51997ccd954af5a0"
    28.797 D | Download succeeded: "https://resources.download.minecraft.net/f2/f2723fac7572a1b5b36531fa55947a500b3f56f5"
    28.798 D | Download succeeded: "https://resources.download.minecraft.net/ad/ad931f657e9bac3544cce94918956a5c88315d71"
    28.798 D | Task "Net::Download(0x24f44582b80)" starting for the first time
    28.799 D | Downloading  "https://resources.download.minecraft.net/f4/f4895142852b2fadc78939bbf37fdcfc9524d3fd"
    28.799 D | Task "Net::Download(0x24f445839c0)" starting for the first time
    28.799 D | Downloading  "https://resources.download.minecraft.net/01/01fedceeef03d06f3f419b371c0dfa6e1dca0939"
    28.800 D | Task "Net::Download(0x24f44582940)" starting for the first time
    28.800 D | Downloading  "https://resources.download.minecraft.net/b2/b2925156f26131f9e762951360d066284caf5a5a"
    28.819 D | Download succeeded: "https://resources.download.minecraft.net/44/44500fd8d6ab440580c550db5cc245461f998da7"
    28.819 D | Task "Net::Download(0x24f44582100)" starting for the first time
    28.819 D | Downloading  "https://resources.download.minecraft.net/5a/5a25e46c2e04a151df997af3824a8f37eb0a6826"
    28.821 D | Download succeeded: "https://resources.download.minecraft.net/9e/9e743fd55eb8fee778514e9882ef303d714550d6"
    28.822 D | Download succeeded: "https://resources.download.minecraft.net/19/19ba043db0954941955f7132ccd67d5b777c226b"
    28.822 D | Task "Net::Download(0x24f44582a00)" starting for the first time
    28.822 D | Downloading  "https://resources.download.minecraft.net/62/62e1d8bee8e027e1d2e665f1a81092fd851d1265"
    28.822 D | Task "Net::Download(0x24f44583c00)" starting for the first time
    28.823 D | Downloading  "https://resources.download.minecraft.net/46/4635dcc99501a4a3dab6875b48d2011c5a0064f1"
    28.846 D | Download succeeded: "https://resources.download.minecraft.net/f4/f4895142852b2fadc78939bbf37fdcfc9524d3fd"
    28.847 D | Task "Net::Download(0x24f44582ac0)" starting for the first time
    28.847 D | Downloading  "https://resources.download.minecraft.net/82/821018ad1ae5eb291ca7de5b0a4f781585601f86"
    28.849 D | Download succeeded: "https://resources.download.minecraft.net/01/01fedceeef03d06f3f419b371c0dfa6e1dca0939"
    28.850 D | Download succeeded: "https://resources.download.minecraft.net/b2/b2925156f26131f9e762951360d066284caf5a5a"
    28.850 D | Task "Net::Download(0x24f44583e40)" starting for the first time
    28.851 D | Downloading  "https://resources.download.minecraft.net/ab/ab50f3de8720865fd2e7b64b965078f05accdb68"
    28.851 D | Task "Net::Download(0x24f44583d80)" starting for the first time
    28.851 D | Downloading  "https://resources.download.minecraft.net/71/716690f678f8a260ebbef179fcac9e0352cb1f4c"
    28.870 D | Download succeeded: "https://resources.download.minecraft.net/5a/5a25e46c2e04a151df997af3824a8f37eb0a6826"
    28.871 D | Download succeeded: "https://resources.download.minecraft.net/62/62e1d8bee8e027e1d2e665f1a81092fd851d1265"
    28.872 D | Download succeeded: "https://resources.download.minecraft.net/46/4635dcc99501a4a3dab6875b48d2011c5a0064f1"
    28.873 D | Task "Net::Download(0x24f44584c80)" starting for the first time
    28.873 D | Downloading  "https://resources.download.minecraft.net/1c/1c1609152fcd156ddda37c6d8e428175293e1bcf"
    28.873 D | Task "Net::Download(0x24f44581140)" starting for the first time
    28.874 D | Downloading  "https://resources.download.minecraft.net/d2/d21c0198e60a019692fba0c0033dfbf984acf2b4"
    28.874 D | Task "Net::Download(0x24f44583f00)" starting for the first time
    28.874 D | Downloading  "https://resources.download.minecraft.net/42/421c3c31074b2714229bde2d177723bbc9f2e37e"
    28.894 D | Download succeeded: "https://resources.download.minecraft.net/82/821018ad1ae5eb291ca7de5b0a4f781585601f86"
    28.895 D | Download succeeded: "https://resources.download.minecraft.net/ab/ab50f3de8720865fd2e7b64b965078f05accdb68"
    28.896 D | Download succeeded: "https://resources.download.minecraft.net/71/716690f678f8a260ebbef179fcac9e0352cb1f4c"
    28.897 D | Task "Net::Download(0x24f445851c0)" starting for the first time
    28.897 D | Downloading  "https://resources.download.minecraft.net/70/7079d6665c4434054d4e5a85a50895a73b20b6af"
    28.897 D | Task "Net::Download(0x24f44585700)" starting for the first time
    28.898 D | Downloading  "https://resources.download.minecraft.net/32/3259ec620910c30dfe8861c8b45b2f49439fd427"
    28.898 D | Task "Net::Download(0x24f44584740)" starting for the first time
    28.898 D | Downloading  "https://resources.download.minecraft.net/c3/c395d546812e7297e9db595dd5f425034e61ea41"
    28.915 D | Download succeeded: "https://resources.download.minecraft.net/1c/1c1609152fcd156ddda37c6d8e428175293e1bcf"
    28.916 D | Download succeeded: "https://resources.download.minecraft.net/d2/d21c0198e60a019692fba0c0033dfbf984acf2b4"
    28.917 D | Download succeeded: "https://resources.download.minecraft.net/42/421c3c31074b2714229bde2d177723bbc9f2e37e"
    28.917 D | Task "Net::Download(0x24f44584d40)" starting for the first time
    28.918 D | Downloading  "https://resources.download.minecraft.net/9b/9b5518eaec9bd406a71724489e12c0b20e93d19a"
    28.918 D | Task "Net::Download(0x24f44585280)" starting for the first time
    28.918 D | Downloading  "https://resources.download.minecraft.net/67/674f6f9af5c39c4bf86ab6ce93286b27120d9bc8"
    28.918 D | Task "Net::Download(0x24f445854c0)" starting for the first time
    28.919 D | Downloading  "https://resources.download.minecraft.net/0e/0e4238f6aa6cf1fe8ad3479d3b94aa53ceaa0991"
    28.935 D | Download succeeded: "https://resources.download.minecraft.net/c3/c395d546812e7297e9db595dd5f425034e61ea41"
    28.937 D | Download succeeded: "https://resources.download.minecraft.net/70/7079d6665c4434054d4e5a85a50895a73b20b6af"
    28.937 D | Task "Net::Download(0x24f44584bc0)" starting for the first time
    28.937 D | Downloading  "https://resources.download.minecraft.net/4d/4dc84fa4d1c693ef0dc6156bf3bc51575286a897"
    28.938 D | Task "Net::Download(0x24f44584140)" starting for the first time
    28.938 D | Downloading  "https://resources.download.minecraft.net/d0/d0bc1471e472f19b46e24a6a4765cfb3a5238d4c"
    28.959 D | Download succeeded: "https://resources.download.minecraft.net/9b/9b5518eaec9bd406a71724489e12c0b20e93d19a"
    28.960 D | Download succeeded: "https://resources.download.minecraft.net/67/674f6f9af5c39c4bf86ab6ce93286b27120d9bc8"
    28.961 D | Download succeeded: "https://resources.download.minecraft.net/0e/0e4238f6aa6cf1fe8ad3479d3b94aa53ceaa0991"
    28.961 D | Task "Net::Download(0x24f44584200)" starting for the first time
    28.962 D | Downloading  "https://resources.download.minecraft.net/2b/2b853a27aca328d99868ab0b120011dfc80a9319"
    28.962 D | Task "Net::Download(0x24f44585580)" starting for the first time
    28.962 D | Downloading  "https://resources.download.minecraft.net/2a/2a42ff969529927ccafc8e0d81c426da8f4e5160"
    28.963 D | Task "Net::Download(0x24f44585c40)" starting for the first time
    28.963 D | Downloading  "https://resources.download.minecraft.net/bb/bbd380c332a10462877a55656c51b362be1c6837"
    28.980 D | Download succeeded: "https://resources.download.minecraft.net/4d/4dc84fa4d1c693ef0dc6156bf3bc51575286a897"
    28.981 D | Download succeeded: "https://resources.download.minecraft.net/d0/d0bc1471e472f19b46e24a6a4765cfb3a5238d4c"
    28.982 D | Task "Net::Download(0x24f445866c0)" starting for the first time
    28.982 D | Downloading  "https://resources.download.minecraft.net/0d/0d0d07e93934554dc351aa587e3f74fdf71b5f7b"
    28.982 D | Task "Net::Download(0x24f44586540)" starting for the first time
    28.983 D | Downloading  "https://resources.download.minecraft.net/ed/edb6292e40d10f68455ed4e48c7e08b8d56ded09"
    29.002 D | Download succeeded: "https://resources.download.minecraft.net/2b/2b853a27aca328d99868ab0b120011dfc80a9319"
    29.004 D | Download succeeded: "https://resources.download.minecraft.net/2a/2a42ff969529927ccafc8e0d81c426da8f4e5160"
    29.005 D | Download succeeded: "https://resources.download.minecraft.net/bb/bbd380c332a10462877a55656c51b362be1c6837"
    29.006 D | Task "Net::Download(0x24f44585340)" starting for the first time
    29.006 D | Downloading  "https://resources.download.minecraft.net/61/615c3c57e70cbfcd8c71de34a70b7ea8e477613f"
    29.006 D | Task "Net::Download(0x24f44585a00)" starting for the first time
    29.007 D | Downloading  "https://resources.download.minecraft.net/66/66fcdb126456dcd5d91e9c4045ff6119e4e52f7c"
    29.007 D | Task "Net::Download(0x24f44586fc0)" starting for the first time
    29.007 D | Downloading  "https://resources.download.minecraft.net/b6/b6752821a49acec1fb2c99c01166d8b779262764"
    29.024 D | Download succeeded: "https://resources.download.minecraft.net/ed/edb6292e40d10f68455ed4e48c7e08b8d56ded09"
    29.025 D | Download succeeded: "https://resources.download.minecraft.net/0d/0d0d07e93934554dc351aa587e3f74fdf71b5f7b"
    29.026 D | Task "Net::Download(0x24f44585e80)" starting for the first time
    29.026 D | Downloading  "https://resources.download.minecraft.net/24/24cd1999c9981792bce3cee255b30b9b2591bc6f"
    29.026 D | Task "Net::Download(0x24f44585640)" starting for the first time
    29.027 D | Downloading  "https://resources.download.minecraft.net/59/59f54257a2c6f7aced62b589fd7df46efc3a9a9b"
    29.044 D | Download succeeded: "https://resources.download.minecraft.net/32/3259ec620910c30dfe8861c8b45b2f49439fd427"
    29.044 D | Task "Net::Download(0x24f44585880)" starting for the first time
    29.044 D | Downloading  "https://resources.download.minecraft.net/84/84518a0f5353e7b9703b0ffa570c9e06e602008c"
    29.046 D | Download succeeded: "https://resources.download.minecraft.net/61/615c3c57e70cbfcd8c71de34a70b7ea8e477613f"
    29.047 D | Download succeeded: "https://resources.download.minecraft.net/66/66fcdb126456dcd5d91e9c4045ff6119e4e52f7c"
    29.048 D | Download succeeded: "https://resources.download.minecraft.net/b6/b6752821a49acec1fb2c99c01166d8b779262764"
    29.049 D | Task "Net::Download(0x24f445857c0)" starting for the first time
    29.049 D | Downloading  "https://resources.download.minecraft.net/7f/7f3e207e02505c4a4c23cdcd65bc6c2423bb61e7"
    29.049 D | Task "Net::Download(0x24f44585400)" starting for the first time
    29.050 D | Downloading  "https://resources.download.minecraft.net/25/25d0234892152c34786c35edc2db185a2b9006eb"
    29.050 D | Task "Net::Download(0x24f44586600)" starting for the first time
    29.051 D | Downloading  "https://resources.download.minecraft.net/ef/ef1d2fff6ae08312b4f41d71a66f7403d79905fb"
    29.068 D | Download succeeded: "https://resources.download.minecraft.net/24/24cd1999c9981792bce3cee255b30b9b2591bc6f"
    29.069 D | Task "Net::Download(0x24f44586780)" starting for the first time
    29.069 D | Downloading  "https://resources.download.minecraft.net/d9/d9f6af40917b75c0d8d15a90cb2ed0e4290bca43"
    29.129 D | Download succeeded: "https://resources.download.minecraft.net/84/84518a0f5353e7b9703b0ffa570c9e06e602008c"
    29.130 D | Download succeeded: "https://resources.download.minecraft.net/25/25d0234892152c34786c35edc2db185a2b9006eb"
    29.131 D | Download succeeded: "https://resources.download.minecraft.net/ef/ef1d2fff6ae08312b4f41d71a66f7403d79905fb"
    29.132 D | Download succeeded: "https://resources.download.minecraft.net/7f/7f3e207e02505c4a4c23cdcd65bc6c2423bb61e7"
    29.132 D | Task "Net::Download(0x24f44585b80)" starting for the first time
    29.133 D | Downloading  "https://resources.download.minecraft.net/41/415552d5f3fc455cc6611a37619b1d299b2c2bb0"
    29.133 D | Task "Net::Download(0x24f44585940)" starting for the first time
    29.134 D | Downloading  "https://resources.download.minecraft.net/59/59c5e6354e6693e911641b68d0cbd9bd64bcc9dc"
    29.134 D | Task "Net::Download(0x24f44585ac0)" starting for the first time
    29.134 D | Downloading  "https://resources.download.minecraft.net/73/73c29e0ac5ff0de60f54680f750cb0e2a946b45b"
    29.134 D | Task "Net::Download(0x24f44584080)" starting for the first time
    29.135 D | Downloading  "https://resources.download.minecraft.net/a8/a8c5f2108c1e81d826ce7701ed64cff319583102"
    29.156 D | Download succeeded: "https://resources.download.minecraft.net/d9/d9f6af40917b75c0d8d15a90cb2ed0e4290bca43"
    29.157 D | Task "Net::Download(0x24f44585f40)" starting for the first time
    29.158 D | Downloading  "https://resources.download.minecraft.net/20/207b5670aee2f35605f205bb4223ed8a37eb4db3"
    29.174 D | Download succeeded: "https://resources.download.minecraft.net/59/59f54257a2c6f7aced62b589fd7df46efc3a9a9b"
    29.174 D | Task "Net::Download(0x24f44584a40)" starting for the first time
    29.175 D | Downloading  "https://resources.download.minecraft.net/f6/f6300f170282db3c40d74f4b03f503bc5963378f"
    29.183 D | Download succeeded: "https://resources.download.minecraft.net/41/415552d5f3fc455cc6611a37619b1d299b2c2bb0"
    29.184 D | Download succeeded: "https://resources.download.minecraft.net/73/73c29e0ac5ff0de60f54680f750cb0e2a946b45b"
    29.185 D | Download succeeded: "https://resources.download.minecraft.net/59/59c5e6354e6693e911641b68d0cbd9bd64bcc9dc"
    29.187 D | Download succeeded: "https://resources.download.minecraft.net/a8/a8c5f2108c1e81d826ce7701ed64cff319583102"
    29.187 D | Task "Net::Download(0x24f445842c0)" starting for the first time
    29.188 D | Downloading  "https://resources.download.minecraft.net/99/99cd73dda425ee03836c2274a0fcf331139773dc"
    29.188 D | Task "Net::Download(0x24f44586180)" starting for the first time
    29.188 D | Downloading  "https://resources.download.minecraft.net/c2/c2252e681a1656cf0e05b381cb3afc90088ec379"
    29.189 D | Task "Net::Download(0x24f44585d00)" starting for the first time
    29.189 D | Downloading  "https://resources.download.minecraft.net/e3/e38ab0f144bedc8d6482be1081550f237c0969e3"
    29.189 D | Task "Net::Download(0x24f44586000)" starting for the first time
    29.190 D | Downloading  "https://resources.download.minecraft.net/1a/1a24b3a09f84dd9780b01bc10a153cef0275f7c0"
    29.234 D | Download succeeded: "https://resources.download.minecraft.net/f6/f6300f170282db3c40d74f4b03f503bc5963378f"
    29.234 D | Task "Net::Download(0x24f44585dc0)" starting for the first time
    29.234 D | Downloading  "https://resources.download.minecraft.net/6f/6f1d403f47725af0f4c42a74cfec00ff59153160"
    29.244 D | Download succeeded: "https://resources.download.minecraft.net/99/99cd73dda425ee03836c2274a0fcf331139773dc"
    29.245 D | Download succeeded: "https://resources.download.minecraft.net/c2/c2252e681a1656cf0e05b381cb3afc90088ec379"
    29.247 D | Download succeeded: "https://resources.download.minecraft.net/1a/1a24b3a09f84dd9780b01bc10a153cef0275f7c0"
    29.247 D | Task "Net::Download(0x24f44586240)" starting for the first time
    29.248 D | Downloading  "https://resources.download.minecraft.net/88/882d092b05faef1cfa6af43d642b9e8843f22756"
    29.248 D | Task "Net::Download(0x24f44586840)" starting for the first time
    29.248 D | Downloading  "https://resources.download.minecraft.net/ea/eafa60d7ec34f86e8f07a001ddcdf5c4600bb174"
    29.249 D | Task "Net::Download(0x24f445860c0)" starting for the first time
    29.249 D | Downloading  "https://resources.download.minecraft.net/72/725e5179c72444c6d885e39c27e6b31ed83d58bc"
    29.265 D | Download succeeded: "https://resources.download.minecraft.net/6f/6f1d403f47725af0f4c42a74cfec00ff59153160"
    29.266 D | Task "Net::Download(0x24f44586300)" starting for the first time
    29.266 D | Downloading  "https://resources.download.minecraft.net/02/02073c284f025653e55f9cde25a4a62723d395fa"
    29.273 D | Download succeeded: "https://resources.download.minecraft.net/e3/e38ab0f144bedc8d6482be1081550f237c0969e3"
    29.273 D | Task "Net::Download(0x24f445863c0)" starting for the first time
    29.273 D | Downloading  "https://resources.download.minecraft.net/dc/dcec2d45fbc25f74a399ec9f8001e0ecd2d5d85e"
    29.291 D | Download succeeded: "https://resources.download.minecraft.net/88/882d092b05faef1cfa6af43d642b9e8843f22756"
    29.292 D | Download succeeded: "https://resources.download.minecraft.net/ea/eafa60d7ec34f86e8f07a001ddcdf5c4600bb174"
    29.294 D | Download succeeded: "https://resources.download.minecraft.net/72/725e5179c72444c6d885e39c27e6b31ed83d58bc"
    29.294 D | Task "Net::Download(0x24f44584980)" starting for the first time
    29.294 D | Downloading  "https://resources.download.minecraft.net/b3/b3f91f243eceaa25cff7488ec2dac732e22cfec3"
    29.295 D | Task "Net::Download(0x24f44586cc0)" starting for the first time
    29.295 D | Downloading  "https://resources.download.minecraft.net/48/48fc6c25d0f1c1f0edd4eaca2b6f934d4117f440"
    29.295 D | Task "Net::Download(0x24f44586480)" starting for the first time
    29.296 D | Downloading  "https://resources.download.minecraft.net/93/935f1a575322bd0ec53a919fd061321216889104"
    29.297 D | Download succeeded: "https://resources.download.minecraft.net/02/02073c284f025653e55f9cde25a4a62723d395fa"
    29.297 D | Task "Net::Download(0x24f44586900)" starting for the first time
    29.298 D | Downloading  "https://resources.download.minecraft.net/cf/cfb956ba9d26cbdacd16ef77d58764df783b2c7f"
    29.313 D | Download succeeded: "https://resources.download.minecraft.net/dc/dcec2d45fbc25f74a399ec9f8001e0ecd2d5d85e"
    29.313 D | Task "Net::Download(0x24f44584ec0)" starting for the first time
    29.313 D | Downloading  "https://resources.download.minecraft.net/a0/a0e62d86e5899405df4e796fe648e091d828691d"
    29.321 D | Download succeeded: "https://resources.download.minecraft.net/b3/b3f91f243eceaa25cff7488ec2dac732e22cfec3"
    29.322 D | Task "Net::Download(0x24f445869c0)" starting for the first time
    29.322 D | Downloading  "https://resources.download.minecraft.net/57/57008a7f564443d563968fd040fc13ab226fc8d1"
    29.327 D | Download succeeded: "https://resources.download.minecraft.net/48/48fc6c25d0f1c1f0edd4eaca2b6f934d4117f440"
    29.328 D | Task "Net::Download(0x24f44584e00)" starting for the first time
    29.328 D | Downloading  "https://resources.download.minecraft.net/8f/8f23820fa28830dd031188c20acb35af044aedb5"
    29.335 D | Download succeeded: "https://resources.download.minecraft.net/93/935f1a575322bd0ec53a919fd061321216889104"
    29.336 D | Download succeeded: "https://resources.download.minecraft.net/cf/cfb956ba9d26cbdacd16ef77d58764df783b2c7f"
    29.336 D | Task "Net::Download(0x24f44586b40)" starting for the first time
    29.337 D | Downloading  "https://resources.download.minecraft.net/77/77a7b79d4f2ada27640866ece1020b631f5bdc54"
    29.337 D | Task "Net::Download(0x24f44586a80)" starting for the first time
    29.337 D | Downloading  "https://resources.download.minecraft.net/ed/edbc9e9cb9dfeabef93207fc0bdee6ceee5df7bc"
    29.342 D | Download succeeded: "https://resources.download.minecraft.net/a0/a0e62d86e5899405df4e796fe648e091d828691d"
    29.342 D | Task "Net::Download(0x24f44586c00)" starting for the first time
    29.343 D | Downloading  "https://resources.download.minecraft.net/fc/fca37ba6e37f6d91440d4a5d523bb5bd89273853"
    29.348 D | Download succeeded: "https://resources.download.minecraft.net/57/57008a7f564443d563968fd040fc13ab226fc8d1"
    29.348 D | Task "Net::Download(0x24f44586d80)" starting for the first time
    29.349 D | Downloading  "https://resources.download.minecraft.net/7f/7f78ac6c5ea9f9416e6cbbd737fe712105bb6a72"
    29.356 D | Download succeeded: "https://resources.download.minecraft.net/8f/8f23820fa28830dd031188c20acb35af044aedb5"
    29.356 D | Task "Net::Download(0x24f44584f80)" starting for the first time
    29.357 D | Downloading  "https://resources.download.minecraft.net/d2/d25ffe625146c99cdf5b3cf33bd7f410436cd9c8"
    29.370 D | Download succeeded: "https://resources.download.minecraft.net/77/77a7b79d4f2ada27640866ece1020b631f5bdc54"
    29.371 D | Download succeeded: "https://resources.download.minecraft.net/ed/edbc9e9cb9dfeabef93207fc0bdee6ceee5df7bc"
    29.372 D | Download succeeded: "https://resources.download.minecraft.net/fc/fca37ba6e37f6d91440d4a5d523bb5bd89273853"
    29.374 D | Task "Net::Download(0x24f44584800)" starting for the first time
    29.375 D | Downloading  "https://resources.download.minecraft.net/e2/e2f87dcb0a48a7155b5f2e85de6e137adab2bb21"
    29.375 D | Task "Net::Download(0x24f44586f00)" starting for the first time
    29.376 D | Downloading  "https://resources.download.minecraft.net/ad/ad92224110bbda3cf08f9512f61831f112255517"
    29.376 D | Task "Net::Download(0x24f44586e40)" starting for the first time
    29.376 D | Downloading  "https://resources.download.minecraft.net/3c/3cc522ebe4e5c1b70a4481c4992d395e8b483f9e"
    29.378 D | Download succeeded: "https://resources.download.minecraft.net/7f/7f78ac6c5ea9f9416e6cbbd737fe712105bb6a72"
    29.379 D | Task "Net::Download(0x24f44584380)" starting for the first time
    29.379 D | Downloading  "https://resources.download.minecraft.net/09/09d91f722797cc5b7098f329eb219db508edcd0b"
    29.399 D | Download succeeded: "https://resources.download.minecraft.net/ad/ad92224110bbda3cf08f9512f61831f112255517"
    29.400 D | Download succeeded: "https://resources.download.minecraft.net/e2/e2f87dcb0a48a7155b5f2e85de6e137adab2bb21"
    29.401 D | Download succeeded: "https://resources.download.minecraft.net/3c/3cc522ebe4e5c1b70a4481c4992d395e8b483f9e"
    29.401 D | Task "Net::Download(0x24f445845c0)" starting for the first time
    29.402 D | Downloading  "https://resources.download.minecraft.net/79/795a2dff3dbae397475b8a37134bd18bc2aa0a3c"
    29.402 D | Task "Net::Download(0x24f44584500)" starting for the first time
    29.402 D | Downloading  "https://resources.download.minecraft.net/55/55e6cef05aa518834aebc5a4784bb758614f1a79"
    29.402 D | Task "Net::Download(0x24f44584440)" starting for the first time
    29.403 D | Downloading  "https://resources.download.minecraft.net/7d/7db2a9027c7327f1402d3b4d67f455974750dae1"
    29.426 D | Download succeeded: "https://resources.download.minecraft.net/09/09d91f722797cc5b7098f329eb219db508edcd0b"
    29.426 D | Task "Net::Download(0x24f44584680)" starting for the first time
    29.426 D | Downloading  "https://resources.download.minecraft.net/3c/3cf642f0bd9746b9fd38f34585c76b1e0d33a0c2"
    29.449 D | Download succeeded: "https://resources.download.minecraft.net/79/795a2dff3dbae397475b8a37134bd18bc2aa0a3c"
    29.450 D | Download succeeded: "https://resources.download.minecraft.net/55/55e6cef05aa518834aebc5a4784bb758614f1a79"
    29.451 D | Download succeeded: "https://resources.download.minecraft.net/7d/7db2a9027c7327f1402d3b4d67f455974750dae1"
    29.452 D | Task "Net::Download(0x24f44585040)" starting for the first time
    29.452 D | Downloading  "https://resources.download.minecraft.net/80/80c3c2e13ffa8d958c1ddcf145473a0e3377c89f"
    29.452 D | Task "Net::Download(0x24f44584b00)" starting for the first time
    29.453 D | Downloading  "https://resources.download.minecraft.net/85/85c5e5e76fcb8183caddbbdb821db19e32d98dc3"
    29.453 D | Task "Net::Download(0x24f445848c0)" starting for the first time
    29.453 D | Downloading  "https://resources.download.minecraft.net/2f/2f39ebfb5320fab92c6e0a8cb599f4e3c7e2e750"
    29.470 D | Download succeeded: "https://resources.download.minecraft.net/3c/3cf642f0bd9746b9fd38f34585c76b1e0d33a0c2"
    29.470 D | Task "Net::Download(0x24f44585100)" starting for the first time
    29.470 D | Downloading  "https://resources.download.minecraft.net/e0/e0e5f0790f92243a2af12e7698169bcf6bbbdb09"
    29.491 D | Download succeeded: "https://resources.download.minecraft.net/80/80c3c2e13ffa8d958c1ddcf145473a0e3377c89f"
    29.492 D | Download succeeded: "https://resources.download.minecraft.net/85/85c5e5e76fcb8183caddbbdb821db19e32d98dc3"
    29.493 D | Download succeeded: "https://resources.download.minecraft.net/2f/2f39ebfb5320fab92c6e0a8cb599f4e3c7e2e750"
    29.494 D | Task "Net::Download(0x24f44588a00)" starting for the first time
    29.494 D | Downloading  "https://resources.download.minecraft.net/91/916a6ee50492987b33c58909bd0f86c275d49cfd"
    29.494 D | Task "Net::Download(0x24f44588700)" starting for the first time
    29.495 D | Downloading  "https://resources.download.minecraft.net/b2/b285a04a3989ab482d341a4caaa83b535df2a317"
    29.495 D | Task "Net::Download(0x24f44587740)" starting for the first time
    29.496 D | Downloading  "https://resources.download.minecraft.net/6f/6f0a2854131dfb6abc37f7ba90d523ab457b28cc"
    29.508 D | Download succeeded: "https://resources.download.minecraft.net/d2/d25ffe625146c99cdf5b3cf33bd7f410436cd9c8"
    29.508 D | Task "Net::Download(0x24f445884c0)" starting for the first time
    29.508 D | Downloading  "https://resources.download.minecraft.net/0a/0a99153b99f389ff138711ea0c4c166a8e96db88"
    29.514 D | Download succeeded: "https://resources.download.minecraft.net/e0/e0e5f0790f92243a2af12e7698169bcf6bbbdb09"
    29.514 D | Task "Net::Download(0x24f44587440)" starting for the first time
    29.515 D | Downloading  "https://resources.download.minecraft.net/5f/5f35f2d69a4ac53c203103ce1d6e7792521fde03"
    29.528 D | Download succeeded: "https://resources.download.minecraft.net/91/916a6ee50492987b33c58909bd0f86c275d49cfd"
    29.529 D | Download succeeded: "https://resources.download.minecraft.net/6f/6f0a2854131dfb6abc37f7ba90d523ab457b28cc"
    29.530 D | Task "Net::Download(0x24f44588940)" starting for the first time
    29.530 D | Downloading  "https://resources.download.minecraft.net/f1/f1da5b3e56b590255d076e0e51eb08f587b7e8cd"
    29.530 D | Task "Net::Download(0x24f44587500)" starting for the first time
    29.531 D | Downloading  "https://resources.download.minecraft.net/0a/0a4f809f76e084a1119d306aefa4c6b7f8ab3bfa"
    29.539 D | Download succeeded: "https://resources.download.minecraft.net/b2/b285a04a3989ab482d341a4caaa83b535df2a317"
    29.540 D | Download succeeded: "https://resources.download.minecraft.net/0a/0a99153b99f389ff138711ea0c4c166a8e96db88"
    29.540 D | Task "Net::Download(0x24f44588340)" starting for the first time
    29.541 D | Downloading  "https://resources.download.minecraft.net/2d/2db61f629e4433bcc711d2f1946e1c519b6626bb"
    29.541 D | Task "Net::Download(0x24f44589d80)" starting for the first time
    29.541 D | Downloading  "https://resources.download.minecraft.net/8b/8bbd0445ea883d487838a4ba5efeda4d5612d593"
    29.546 D | Download succeeded: "https://resources.download.minecraft.net/20/207b5670aee2f35605f205bb4223ed8a37eb4db3"
    29.546 D | Task "Net::Download(0x24f44588280)" starting for the first time
    29.546 D | Downloading  "https://resources.download.minecraft.net/5d/5d1047ea9d5a37a9b6568a5027d809fdbd3bba8c"
    29.548 D | Download succeeded: "https://resources.download.minecraft.net/5f/5f35f2d69a4ac53c203103ce1d6e7792521fde03"
    29.548 D | Task "Net::Download(0x24f44587ec0)" starting for the first time
