     0.000 D | <> Log initialized.
    19.918 D | Task "Net::Download(0x2914632cc20)" starting for the first time
    19.918 D | Downloading  "https://resources.download.minecraft.net/5b/5b3ae419f7f7648568f0b5303594078aea12f598"
    20.426 D | Download succeeded: "https://resources.download.minecraft.net/57/574ee01c1617c1cd9d2111822637f3da9d5a34f0"
    20.427 D | Task "Net::Download(0x2914632d0a0)" starting for the first time
    20.427 D | Downloading  "https://resources.download.minecraft.net/66/6615ab7f668384cf98b0cb034ce8e4c52eaf86b2"
    20.953 D | Download succeeded: "https://resources.download.minecraft.net/0f/0f374764aafba398f4ba90dba05a53a9e6166138"
    20.954 D | Task "Net::Download(0x2914632d220)" starting for the first time
    20.954 D | Downloading  "https://resources.download.minecraft.net/35/352bc5b46e08effbb8d92298b601e688cc36c4de"
    21.184 D | Download succeeded: "https://resources.download.minecraft.net/8b/8b0b49dcab54157bb02ef81380990dac2a187b99"
    21.185 D | Task "Net::Download(0x2914632b5a0)" starting for the first time
    21.185 D | Downloading  "https://resources.download.minecraft.net/b8/b83bbafa9799680da24f10215de2c40b73ce1fe3"
    21.206 D | Download succeeded: "https://resources.download.minecraft.net/98/98a918eb2694defd19726436d4b9dca9e7dd6a65"
    21.206 D | Task "Net::Download(0x2914632aca0)" starting for the first time
    21.207 D | Downloading  "https://resources.download.minecraft.net/ee/ee92e4ed79b3c4c47eabe71b36375b5d3f05b017"
    21.348 D | Download succeeded: "https://resources.download.minecraft.net/95/9528b6a76e7bac64ca1145cc682e8a8448cc04e5"
    21.350 D | Task "Net::Download(0x2914632d2e0)" starting for the first time
    21.351 D | Downloading  "https://resources.download.minecraft.net/6b/6be4491a5d1a5f0dd68fb36c310ecfe3501cafe1"
    22.263 D | Download succeeded: "https://resources.download.minecraft.net/5b/5b3ae419f7f7648568f0b5303594078aea12f598"
    22.264 D | Task "Net::Download(0x2914632d460)" starting for the first time
    22.264 D | Downloading  "https://resources.download.minecraft.net/fd/fd8db6a4ceb400e6abafb2a6b3ac53d871910b42"
    22.938 D | Download succeeded: "https://resources.download.minecraft.net/66/6615ab7f668384cf98b0cb034ce8e4c52eaf86b2"
    22.939 D | Task "Net::Download(0x2914632d520)" starting for the first time
    22.939 D | Downloading  "https://resources.download.minecraft.net/5d/5dd32ce63e2ff412c0c1009255e944fae80b03b0"
    23.679 D | Download succeeded: "https://resources.download.minecraft.net/35/352bc5b46e08effbb8d92298b601e688cc36c4de"
    23.681 D | Task "Net::Download(0x2914632bf60)" starting for the first time
    23.681 D | Downloading  "https://resources.download.minecraft.net/c1/c157c56846f0e50620f808fecd9d069423dd6c41"
    24.362 D | Download succeeded: "https://resources.download.minecraft.net/b8/b83bbafa9799680da24f10215de2c40b73ce1fe3"
    24.365 D | Task "Net::Download(0x2914632b060)" starting for the first time
    24.365 D | Downloading  "https://resources.download.minecraft.net/78/783ddccf4681a0c50d3e651f4e6ac27a0f4ea76f"
    24.718 D | Download succeeded: "https://resources.download.minecraft.net/ee/ee92e4ed79b3c4c47eabe71b36375b5d3f05b017"
    24.719 D | Task "Net::Download(0x2914632ad60)" starting for the first time
    24.720 D | Downloading  "https://resources.download.minecraft.net/87/87722a59c8d488370f3d430cd4c97a3161081785"
    25.141 D | Download succeeded: "https://resources.download.minecraft.net/6b/6be4491a5d1a5f0dd68fb36c310ecfe3501cafe1"
    25.142 D | Task "Net::Download(0x2914632ae20)" starting for the first time
    25.142 D | Downloading  "https://resources.download.minecraft.net/15/15f38314274e759c44f50ac641d11bde12474a25"
    25.485 D | Download succeeded: "https://resources.download.minecraft.net/fd/fd8db6a4ceb400e6abafb2a6b3ac53d871910b42"
    25.486 D | Task "Net::Download(0x2914632aee0)" starting for the first time
    25.487 D | Downloading  "https://resources.download.minecraft.net/34/3429a726bdda71c20b84d20fc35693a5eb04f096"
    26.044 D | Download succeeded: "https://resources.download.minecraft.net/5d/5dd32ce63e2ff412c0c1009255e944fae80b03b0"
    26.045 D | Task "Net::Download(0x2914632b2a0)" starting for the first time
    26.046 D | Downloading  "https://resources.download.minecraft.net/e2/e28d844995368de1d45c724a5d371c9952ae5ed4"
    26.069 D | Download succeeded: "https://resources.download.minecraft.net/c1/c157c56846f0e50620f808fecd9d069423dd6c41"
    26.070 D | Task "Net::Download(0x2914632b8a0)" starting for the first time
    26.070 D | Downloading  "https://resources.download.minecraft.net/03/037b9fb7f74381f354739d015193dc4a6897f620"
    26.106 D | Download succeeded: "https://resources.download.minecraft.net/78/783ddccf4681a0c50d3e651f4e6ac27a0f4ea76f"
    26.107 D | Task "Net::Download(0x2914632b420)" starting for the first time
    26.107 D | Downloading  "https://resources.download.minecraft.net/1a/1afefaa39a53606d2737bab9cb3409350cb2dc9f"
    26.153 D | Download succeeded: "https://resources.download.minecraft.net/87/87722a59c8d488370f3d430cd4c97a3161081785"
    26.154 D | Task "Net::Download(0x2914632b720)" starting for the first time
    26.154 D | Downloading  "https://resources.download.minecraft.net/df/dffb5d6066ba89a4d3a609eb0c607606d4a524e2"
    26.200 D | Download succeeded: "https://resources.download.minecraft.net/15/15f38314274e759c44f50ac641d11bde12474a25"
    26.201 D | Download succeeded: "https://resources.download.minecraft.net/34/3429a726bdda71c20b84d20fc35693a5eb04f096"
    26.202 D | Download succeeded: "https://resources.download.minecraft.net/e2/e28d844995368de1d45c724a5d371c9952ae5ed4"
    26.204 D | Download succeeded: "https://resources.download.minecraft.net/03/037b9fb7f74381f354739d015193dc4a6897f620"
    26.205 D | Download succeeded: "https://resources.download.minecraft.net/1a/1afefaa39a53606d2737bab9cb3409350cb2dc9f"
    26.206 D | Download succeeded: "https://resources.download.minecraft.net/df/dffb5d6066ba89a4d3a609eb0c607606d4a524e2"
    26.207 D | Task "Net::Download(0x2914632e8a0)" starting for the first time
    26.208 D | Downloading  "https://resources.download.minecraft.net/46/46244605b8663a29cdce7bccc5b2d038241e32ee"
    26.208 D | Task "Net::Download(0x2914632de20)" starting for the first time
    26.208 D | Downloading  "https://resources.download.minecraft.net/3e/3ea516355b5ec2bef08d9e6aa3ebc6626acb583b"
    26.209 D | Task "Net::Download(0x2914632eae0)" starting for the first time
    26.209 D | Downloading  "https://resources.download.minecraft.net/a7/a7f05f19c3e553c61deb61e5e8123a82cdbec758"
    26.209 D | Task "Net::Download(0x2914632bae0)" starting for the first time
    26.210 D | Downloading  "https://resources.download.minecraft.net/31/316d979f27d24b28a43ed4d7cfaf1e8c1f899f7b"
    26.210 D | Task "Net::Download(0x2914632ba20)" starting for the first time
    26.210 D | Downloading  "https://resources.download.minecraft.net/a6/a69ab2376207659ed24a427d15997bb7fbcd5286"
    26.210 D | Task "Net::Download(0x2914632b7e0)" starting for the first time
    26.211 D | Downloading  "https://resources.download.minecraft.net/03/030a7bf5b32c5b3f821adb35b7601705a45d8420"
    26.246 D | Download succeeded: "https://resources.download.minecraft.net/46/46244605b8663a29cdce7bccc5b2d038241e32ee"
    26.246 D | Task "Net::Download(0x2914632e5a0)" starting for the first time
    26.246 D | Downloading  "https://resources.download.minecraft.net/6b/6b6bae253b1032ce3f3b4fb5816a9a819cac7b59"
    26.281 D | Download succeeded: "https://resources.download.minecraft.net/3e/3ea516355b5ec2bef08d9e6aa3ebc6626acb583b"
    26.282 D | Download succeeded: "https://resources.download.minecraft.net/03/030a7bf5b32c5b3f821adb35b7601705a45d8420"
    26.283 D | Download succeeded: "https://resources.download.minecraft.net/a6/a69ab2376207659ed24a427d15997bb7fbcd5286"
    26.284 D | Download succeeded: "https://resources.download.minecraft.net/31/316d979f27d24b28a43ed4d7cfaf1e8c1f899f7b"
    26.286 D | Download succeeded: "https://resources.download.minecraft.net/a7/a7f05f19c3e553c61deb61e5e8123a82cdbec758"
    26.286 D | Task "Net::Download(0x2914632e7e0)" starting for the first time
    26.286 D | Downloading  "https://resources.download.minecraft.net/69/6967f0af60f480e81d32f1f8e5f88ccafec3a40c"
    26.287 D | Task "Net::Download(0x2914632e2a0)" starting for the first time
    26.287 D | Downloading  "https://resources.download.minecraft.net/20/20d06589bd5ab81a73989bdac8ca59ecd4d66932"
    26.287 D | Task "Net::Download(0x2914632e720)" starting for the first time
    26.288 D | Downloading  "https://resources.download.minecraft.net/10/10d20bc6c141437a898f73ec631e26efaf36f0b8"
    26.288 D | Task "Net::Download(0x2914632e360)" starting for the first time
    26.288 D | Downloading  "https://resources.download.minecraft.net/56/562f63e81572019a66cf795cea914ed6910edb53"
    26.288 D | Task "Net::Download(0x2914632e960)" starting for the first time
    26.289 D | Downloading  "https://resources.download.minecraft.net/fd/fd2b6f745b05a2cf44a4e010f72631de2e5099f6"
    26.315 D | Download succeeded: "https://resources.download.minecraft.net/6b/6b6bae253b1032ce3f3b4fb5816a9a819cac7b59"
    26.316 D | Task "Net::Download(0x2914632ea20)" starting for the first time
    26.316 D | Downloading  "https://resources.download.minecraft.net/b7/b7cf6b6ff19146fae41a39025ab709ea90bcc439"
    26.350 D | Download succeeded: "https://resources.download.minecraft.net/69/6967f0af60f480e81d32f1f8e5f88ccafec3a40c"
    26.351 D | Download succeeded: "https://resources.download.minecraft.net/10/10d20bc6c141437a898f73ec631e26efaf36f0b8"
    26.352 D | Download succeeded: "https://resources.download.minecraft.net/20/20d06589bd5ab81a73989bdac8ca59ecd4d66932"
    26.354 D | Download succeeded: "https://resources.download.minecraft.net/56/562f63e81572019a66cf795cea914ed6910edb53"
    26.355 D | Download succeeded: "https://resources.download.minecraft.net/fd/fd2b6f745b05a2cf44a4e010f72631de2e5099f6"
    26.355 D | Task "Net::Download(0x2914632e660)" starting for the first time
    26.356 D | Downloading  "https://resources.download.minecraft.net/93/934b16e82b94d5790175615303594f0ec28da4a0"
    26.356 D | Task "Net::Download(0x2914632e060)" starting for the first time
    26.356 D | Downloading  "https://resources.download.minecraft.net/70/705a155201cc388a0c0c6f7435ddbc0fcc56b5f2"
    26.356 D | Task "Net::Download(0x2914632dee0)" starting for the first time
    26.357 D | Downloading  "https://resources.download.minecraft.net/30/301f32642b654addbd06a430768fead464fd24c4"
    26.357 D | Task "Net::Download(0x2914632dca0)" starting for the first time
    26.357 D | Downloading  "https://resources.download.minecraft.net/43/43388701fac432a567fe9fec421521e6348ad780"
    26.357 D | Task "Net::Download(0x2914632e4e0)" starting for the first time
    26.358 D | Downloading  "https://resources.download.minecraft.net/9a/9a20be18fed05330f745a54eb8aeba11aac5403b"
    26.384 D | Download succeeded: "https://resources.download.minecraft.net/b7/b7cf6b6ff19146fae41a39025ab709ea90bcc439"
    26.384 D | Task "Net::Download(0x2914632dd60)" starting for the first time
    26.385 D | Downloading  "https://resources.download.minecraft.net/88/88a792430dfff97582ab49b8dc9477cd9d4e5ebb"
    26.420 D | Download succeeded: "https://resources.download.minecraft.net/30/301f32642b654addbd06a430768fead464fd24c4"
    26.421 D | Download succeeded: "https://resources.download.minecraft.net/9a/9a20be18fed05330f745a54eb8aeba11aac5403b"
    26.422 D | Download succeeded: "https://resources.download.minecraft.net/93/934b16e82b94d5790175615303594f0ec28da4a0"
    26.423 D | Download succeeded: "https://resources.download.minecraft.net/70/705a155201cc388a0c0c6f7435ddbc0fcc56b5f2"
    26.425 D | Download succeeded: "https://resources.download.minecraft.net/43/43388701fac432a567fe9fec421521e6348ad780"
    26.426 D | Task "Net::Download(0x2914659dc70)" starting for the first time
    26.426 D | Downloading  "https://resources.download.minecraft.net/9e/9e5e2369fc354a082c861494cfe8767d327813d4"
    26.426 D | Task "Net::Download(0x2914632e1e0)" starting for the first time
    26.427 D | Downloading  "https://resources.download.minecraft.net/03/0369a1236a4b9ca219fd3ad7d19d0b5237510b1e"
    26.427 D | Task "Net::Download(0x2914632e420)" starting for the first time
    26.427 D | Downloading  "https://resources.download.minecraft.net/c3/c3cd0db760c980287b26ef9c0894f66c4250724e"
    26.428 D | Task "Net::Download(0x2914632e120)" starting for the first time
    26.428 D | Downloading  "https://resources.download.minecraft.net/78/78f034d58779fb4d22b00ea249015a0dbf4e7b3f"
    26.428 D | Task "Net::Download(0x2914632dfa0)" starting for the first time
    26.428 D | Downloading  "https://resources.download.minecraft.net/87/87edc11141fb5a045f2ed830b545aaa73f96ee99"
    26.454 D | Download succeeded: "https://resources.download.minecraft.net/88/88a792430dfff97582ab49b8dc9477cd9d4e5ebb"
    26.455 D | Task "Net::Download(0x2914659d7f0)" starting for the first time
    26.455 D | Downloading  "https://resources.download.minecraft.net/8b/8bf3ecb0fe9a6a615f5995e3dd21b6c39adc21d5"
    26.488 D | Download succeeded: "https://resources.download.minecraft.net/9e/9e5e2369fc354a082c861494cfe8767d327813d4"
    26.489 D | Download succeeded: "https://resources.download.minecraft.net/03/0369a1236a4b9ca219fd3ad7d19d0b5237510b1e"
    26.490 D | Download succeeded: "https://resources.download.minecraft.net/78/78f034d58779fb4d22b00ea249015a0dbf4e7b3f"
    26.491 D | Download succeeded: "https://resources.download.minecraft.net/87/87edc11141fb5a045f2ed830b545aaa73f96ee99"
    26.492 D | Download succeeded: "https://resources.download.minecraft.net/c3/c3cd0db760c980287b26ef9c0894f66c4250724e"
    26.493 D | Task "Net::Download(0x2914659eb70)" starting for the first time
    26.493 D | Downloading  "https://resources.download.minecraft.net/9d/9d485556b89bf776042080774679c37300bc744b"
    26.493 D | Task "Net::Download(0x2914659e030)" starting for the first time
    26.494 D | Downloading  "https://resources.download.minecraft.net/18/186d5d9481d59cc99bc4be1b5fbb98d0ef877b8e"
    26.494 D | Task "Net::Download(0x2914659eab0)" starting for the first time
    26.495 D | Downloading  "https://resources.download.minecraft.net/05/056393a33a9633685c3dc3be2887f5cbd7dbc63f"
    26.495 D | Task "Net::Download(0x2914659c5f0)" starting for the first time
    26.495 D | Downloading  "https://resources.download.minecraft.net/bd/bdc648e04933df8ddcccc84b375d6556776d4331"
    26.495 D | Task "Net::Download(0x2914659d1f0)" starting for the first time
    26.496 D | Downloading  "https://resources.download.minecraft.net/dd/dd2f7209c2a58b0886beb34d49b0512b49adbb7e"
    26.523 D | Download succeeded: "https://resources.download.minecraft.net/8b/8bf3ecb0fe9a6a615f5995e3dd21b6c39adc21d5"
    26.523 D | Task "Net::Download(0x2914659d8b0)" starting for the first time
    26.523 D | Downloading  "https://resources.download.minecraft.net/ec/ec4f4d122ab7c5d44e48419de0e3de1b0922514d"
    26.557 D | Download succeeded: "https://resources.download.minecraft.net/9d/9d485556b89bf776042080774679c37300bc744b"
    26.558 D | Download succeeded: "https://resources.download.minecraft.net/18/186d5d9481d59cc99bc4be1b5fbb98d0ef877b8e"
    26.559 D | Download succeeded: "https://resources.download.minecraft.net/bd/bdc648e04933df8ddcccc84b375d6556776d4331"
    26.560 D | Download succeeded: "https://resources.download.minecraft.net/dd/dd2f7209c2a58b0886beb34d49b0512b49adbb7e"
    26.562 D | Download succeeded: "https://resources.download.minecraft.net/05/056393a33a9633685c3dc3be2887f5cbd7dbc63f"
    26.562 D | Task "Net::Download(0x2914659d070)" starting for the first time
    26.563 D | Downloading  "https://resources.download.minecraft.net/df/dfee39084c771182f6b9e7cfb8c8bc4e255747bc"
    26.563 D | Task "Net::Download(0x2914659cb30)" starting for the first time
    26.563 D | Downloading  "https://resources.download.minecraft.net/85/857b75738992d25e338dee640ab191323bcbf798"
    26.563 D | Task "Net::Download(0x2914659dd30)" starting for the first time
    26.564 D | Downloading  "https://resources.download.minecraft.net/5b/5bb5a04e776d69ca12b1d7bc369975f9bf62e741"
    26.564 D | Task "Net::Download(0x2914659d670)" starting for the first time
    26.565 D | Downloading  "https://resources.download.minecraft.net/9e/9ea8a9e105321891bda18b9007b383b40aa7c076"
    26.565 D | Task "Net::Download(0x2914659e4b0)" starting for the first time
    26.566 D | Downloading  "https://resources.download.minecraft.net/2f/2fe092579d9637e2d160319820ee08e60a237bb7"
    26.591 D | Download succeeded: "https://resources.download.minecraft.net/ec/ec4f4d122ab7c5d44e48419de0e3de1b0922514d"
    26.592 D | Task "Net::Download(0x2914659c9b0)" starting for the first time
    26.592 D | Downloading  "https://resources.download.minecraft.net/d2/d26bde554d88f0ca156baf471c44ce2c0e68176c"
    26.626 D | Download succeeded: "https://resources.download.minecraft.net/df/dfee39084c771182f6b9e7cfb8c8bc4e255747bc"
    26.627 D | Download succeeded: "https://resources.download.minecraft.net/5b/5bb5a04e776d69ca12b1d7bc369975f9bf62e741"
    26.628 D | Download succeeded: "https://resources.download.minecraft.net/85/857b75738992d25e338dee640ab191323bcbf798"
    26.629 D | Download succeeded: "https://resources.download.minecraft.net/2f/2fe092579d9637e2d160319820ee08e60a237bb7"
    26.630 D | Download succeeded: "https://resources.download.minecraft.net/9e/9ea8a9e105321891bda18b9007b383b40aa7c076"
    26.631 D | Task "Net::Download(0x2914659e9f0)" starting for the first time
    26.631 D | Downloading  "https://resources.download.minecraft.net/f2/f259be40364341edcaf88e339bc24ab01e49845a"
    26.632 D | Task "Net::Download(0x2914659e3f0)" starting for the first time
    26.632 D | Downloading  "https://resources.download.minecraft.net/a9/a94a69e56568f5789cab05382cfd81f601189fd1"
    26.632 D | Task "Net::Download(0x2914659ca70)" starting for the first time
    26.633 D | Downloading  "https://resources.download.minecraft.net/a1/a116e396d95a0ee245000dd4cdcc333d38ea9e3b"
    26.633 D | Task "Net::Download(0x2914659c230)" starting for the first time
    26.633 D | Downloading  "https://resources.download.minecraft.net/cd/cd46e41023887558b134547e28327de6e7df189a"
    26.634 D | Task "Net::Download(0x2914659ec30)" starting for the first time
    26.634 D | Downloading  "https://resources.download.minecraft.net/9f/9f2c4bab5ed55f1714fffa223985c81babc8f6c0"
    26.661 D | Download succeeded: "https://resources.download.minecraft.net/d2/d26bde554d88f0ca156baf471c44ce2c0e68176c"
    26.661 D | Task "Net::Download(0x2914659ecf0)" starting for the first time
    26.661 D | Downloading  "https://resources.download.minecraft.net/c6/c649e60ea9a99c97501a50d2dc4e579343e91ea8"
    26.695 D | Download succeeded: "https://resources.download.minecraft.net/a9/a94a69e56568f5789cab05382cfd81f601189fd1"
    26.697 D | Download succeeded: "https://resources.download.minecraft.net/a1/a116e396d95a0ee245000dd4cdcc333d38ea9e3b"
    26.698 D | Download succeeded: "https://resources.download.minecraft.net/f2/f259be40364341edcaf88e339bc24ab01e49845a"
    26.699 D | Download succeeded: "https://resources.download.minecraft.net/cd/cd46e41023887558b134547e28327de6e7df189a"
    26.701 D | Download succeeded: "https://resources.download.minecraft.net/9f/9f2c4bab5ed55f1714fffa223985c81babc8f6c0"
    26.702 D | Task "Net::Download(0x2914659e930)" starting for the first time
    26.702 D | Downloading  "https://resources.download.minecraft.net/b9/b9c60e807ba770e8c4a2b1bae81d51813dc64b6c"
    26.703 D | Task "Net::Download(0x2914659daf0)" starting for the first time
    26.703 D | Downloading  "https://resources.download.minecraft.net/ad/ad7d770b7fff3b64121f75bd60cecfc4866d1cd6"
    26.703 D | Task "Net::Download(0x2914659cbf0)" starting for the first time
    26.704 D | Downloading  "https://resources.download.minecraft.net/87/87c47bda3645c68f18a49e83cbf06e5302d087ff"
    26.704 D | Task "Net::Download(0x2914659c2f0)" starting for the first time
    26.704 D | Downloading  "https://resources.download.minecraft.net/72/7274a2231ed4544a37e599b7b014e589e5377094"
    26.705 D | Task "Net::Download(0x2914659e0f0)" starting for the first time
    26.705 D | Downloading  "https://resources.download.minecraft.net/a9/a92ba2b8f6abc41aa8d679ad808a81d0aafa04b2"
    26.729 D | Download succeeded: "https://resources.download.minecraft.net/c6/c649e60ea9a99c97501a50d2dc4e579343e91ea8"
    26.730 D | Task "Net::Download(0x2914659ddf0)" starting for the first time
    26.730 D | Downloading  "https://resources.download.minecraft.net/e9/e9833a1512b57bcf88ac4fdcc8df4e5a7e9d701d"
    26.764 D | Download succeeded: "https://resources.download.minecraft.net/87/87c47bda3645c68f18a49e83cbf06e5302d087ff"
    26.765 D | Download succeeded: "https://resources.download.minecraft.net/ad/ad7d770b7fff3b64121f75bd60cecfc4866d1cd6"
    26.766 D | Download succeeded: "https://resources.download.minecraft.net/72/7274a2231ed4544a37e599b7b014e589e5377094"
    26.768 D | Download succeeded: "https://resources.download.minecraft.net/a9/a92ba2b8f6abc41aa8d679ad808a81d0aafa04b2"
    26.770 D | Download succeeded: "https://resources.download.minecraft.net/b9/b9c60e807ba770e8c4a2b1bae81d51813dc64b6c"
    26.770 D | Task "Net::Download(0x2914659d2b0)" starting for the first time
    26.770 D | Downloading  "https://resources.download.minecraft.net/f8/f86c466225dad2f32c90981485c1965671b3e8e6"
    26.771 D | Task "Net::Download(0x2914659c470)" starting for the first time
    26.771 D | Downloading  "https://resources.download.minecraft.net/b2/b210a3c371441b77fe873133b2cb7b63e367b2f3"
    26.771 D | Task "Net::Download(0x2914659e7b0)" starting for the first time
    26.772 D | Downloading  "https://resources.download.minecraft.net/e9/e9833a1512b57bcf88ac4fdcc8df4e5a7e9d701d"
    26.772 D | Task "Net::Download(0x2914659edb0)" starting for the first time
    26.772 D | Downloading  "https://resources.download.minecraft.net/22/22a491f266f5c3cdd6e669a9493daaf40c9c8575"
    26.773 D | Task "Net::Download(0x2914659deb0)" starting for the first time
    26.773 D | Downloading  "https://resources.download.minecraft.net/8f/8f45b5faf6dfae2065846d26612f7552b73640dd"
    26.798 D | Download succeeded: "https://resources.download.minecraft.net/e9/e9833a1512b57bcf88ac4fdcc8df4e5a7e9d701d"
    26.799 D | Task "Net::Download(0x2914659ee70)" starting for the first time
    26.799 D | Downloading  "https://resources.download.minecraft.net/9c/9cbed0e40296f68c61090c9b81816061e068a0ec"
    26.834 D | Download succeeded: "https://resources.download.minecraft.net/22/22a491f266f5c3cdd6e669a9493daaf40c9c8575"
    26.835 D | Download succeeded: "https://resources.download.minecraft.net/8f/8f45b5faf6dfae2065846d26612f7552b73640dd"
    26.837 D | Download succeeded: "https://resources.download.minecraft.net/b2/b210a3c371441b77fe873133b2cb7b63e367b2f3"
    26.837 D | Task "Net::Download(0x2914659e1b0)" starting for the first time
    26.838 D | Downloading  "https://resources.download.minecraft.net/d1/d1eb3d2e39bf1f6289cfcbca44e1c9bb508b20f0"
    26.838 D | Task "Net::Download(0x2914659ccb0)" starting for the first time
    26.838 D | Downloading  "https://resources.download.minecraft.net/9b/9b2a01e0d0456b8fbe33557fbc19d4fe342f94d6"
    26.839 D | Task "Net::Download(0x2914659d370)" starting for the first time
    26.839 D | Downloading  "https://resources.download.minecraft.net/ef/ef72603358a5f2a717cf0b718af677025f9d3c79"
    26.842 D | Download succeeded: "https://resources.download.minecraft.net/f8/f86c466225dad2f32c90981485c1965671b3e8e6"
    26.843 D | Download succeeded: "https://resources.download.minecraft.net/e9/e9833a1512b57bcf88ac4fdcc8df4e5a7e9d701d"
    26.843 D | Task "Net::Download(0x2914659d430)" starting for the first time
    26.843 D | Downloading  "https://resources.download.minecraft.net/f4/f46c38e7d6d7b19d5d68aa18b557215738deb36a"
    26.844 D | Task "Net::Download(0x2914659df70)" starting for the first time
    26.844 D | Downloading  "https://resources.download.minecraft.net/ec/ec8a2cbdf68b4e2136098ec33695e1c53625ddb8"
    26.912 D | Download succeeded: "https://resources.download.minecraft.net/9c/9cbed0e40296f68c61090c9b81816061e068a0ec"
    26.915 D | Task "Net::Download(0x2914659d130)" starting for the first time
    26.916 D | Downloading  "https://resources.download.minecraft.net/83/83233451430516d839eaee855a2f789b8985d457"
    26.984 D | Download succeeded: "https://resources.download.minecraft.net/d1/d1eb3d2e39bf1f6289cfcbca44e1c9bb508b20f0"
    26.988 D | Task "Net::Download(0x2914659cfb0)" starting for the first time
    26.988 D | Downloading  "https://resources.download.minecraft.net/6b/6b44d0539073353b7a05330ccddc5735ba5efca4"
    27.051 D | Download succeeded: "https://resources.download.minecraft.net/9b/9b2a01e0d0456b8fbe33557fbc19d4fe342f94d6"
    27.052 D | Task "Net::Download(0x2914659d730)" starting for the first time
    27.053 D | Downloading  "https://resources.download.minecraft.net/a5/a5effd79795773422bb4de85841838f3ad9c216d"
    27.253 D | Download succeeded: "https://resources.download.minecraft.net/ef/ef72603358a5f2a717cf0b718af677025f9d3c79"
    27.254 D | Task "Net::Download(0x2914659c530)" starting for the first time
    27.254 D | Downloading  "https://resources.download.minecraft.net/9f/9ffb1791e8aba8f266a673abec1846c3bf8fb8cc"
    27.294 D | Download succeeded: "https://resources.download.minecraft.net/f4/f46c38e7d6d7b19d5d68aa18b557215738deb36a"
    27.295 D | Task "Net::Download(0x2914659cd70)" starting for the first time
    27.296 D | Downloading  "https://resources.download.minecraft.net/2c/2c4f3f8f259dc782867727311fea30875ecc3917"
    27.351 D | Download succeeded: "https://resources.download.minecraft.net/ec/ec8a2cbdf68b4e2136098ec33695e1c53625ddb8"
    27.352 D | Task "Net::Download(0x2914659e270)" starting for the first time
    27.352 D | Downloading  "https://resources.download.minecraft.net/f3/f34afa3ba5f756e90a1f61023bbe069ee8442608"
    27.401 D | Download succeeded: "https://resources.download.minecraft.net/83/83233451430516d839eaee855a2f789b8985d457"
    27.403 D | Task "Net::Download(0x2914659d4f0)" starting for the first time
    27.403 D | Downloading  "https://resources.download.minecraft.net/87/876655d1691803f4cef17a6288d971285be79c6a"
    27.428 D | Download succeeded: "https://resources.download.minecraft.net/6b/6b44d0539073353b7a05330ccddc5735ba5efca4"
    27.428 D | Task "Net::Download(0x2914659ef30)" starting for the first time
    27.428 D | Downloading  "https://resources.download.minecraft.net/f6/f685021d4f26d6b590bffb341908e25e92e18cef"
    27.637 D | Download succeeded: "https://resources.download.minecraft.net/a5/a5effd79795773422bb4de85841838f3ad9c216d"
    27.639 D | Task "Net::Download(0x2914659c770)" starting for the first time
    27.639 D | Downloading  "https://resources.download.minecraft.net/9b/9ba8e3b6d047fe102091805ca23b2e65d2c1e7a9"
    27.812 D | Download succeeded: "https://resources.download.minecraft.net/9f/9ffb1791e8aba8f266a673abec1846c3bf8fb8cc"
    27.813 D | Task "Net::Download(0x2914659ce30)" starting for the first time
    27.813 D | Downloading  "https://resources.download.minecraft.net/c3/c3aa24d9f9fa7ef3ebbc25ca816f269fec058de2"
    27.850 D | Download succeeded: "https://resources.download.minecraft.net/2c/2c4f3f8f259dc782867727311fea30875ecc3917"
    27.851 D | Task "Net::Download(0x2914659d5b0)" starting for the first time
    27.852 D | Downloading  "https://resources.download.minecraft.net/40/40b34e36a30bb0269c16043715f723f1e4b8d481"
    27.904 D | Download succeeded: "https://resources.download.minecraft.net/f3/f34afa3ba5f756e90a1f61023bbe069ee8442608"
    27.905 D | Task "Net::Download(0x2914659cef0)" starting for the first time
    27.905 D | Downloading  "https://resources.download.minecraft.net/a3/a321b775f190bddfa3a2bb393f653b7a324d35cc"
    27.965 D | Download succeeded: "https://resources.download.minecraft.net/87/876655d1691803f4cef17a6288d971285be79c6a"
    27.965 D | Task "Net::Download(0x2914659eff0)" starting for the first time
    27.966 D | Downloading  "https://resources.download.minecraft.net/18/18a0bafb39a86b9c32e8efe3658a8d111e5492ea"
    28.034 D | Download succeeded: "https://resources.download.minecraft.net/f6/f685021d4f26d6b590bffb341908e25e92e18cef"
    28.036 D | Download succeeded: "https://resources.download.minecraft.net/9b/9ba8e3b6d047fe102091805ca23b2e65d2c1e7a9"
    28.036 D | Task "Net::Download(0x2914659d970)" starting for the first time
    28.037 D | Downloading  "https://resources.download.minecraft.net/22/227ab99bf7c6cf0b2002e0f7957d0ff7e5cb0c96"
    28.037 D | Task "Net::Download(0x2914659c3b0)" starting for the first time
    28.038 D | Downloading  "https://resources.download.minecraft.net/0f/0f58866321e3000bf611fa2820f21e390a004696"
    28.039 D | Download succeeded: "https://resources.download.minecraft.net/c3/c3aa24d9f9fa7ef3ebbc25ca816f269fec058de2"
    28.041 D | Download succeeded: "https://resources.download.minecraft.net/40/40b34e36a30bb0269c16043715f723f1e4b8d481"
